id_estudiante,nombre,apellido,edad,genero,carrera,semestre,email,telefono,calificaciones_anteriores,asistencia_porcentaje,participacion_clase,horas_estudio_semanal,nivel_socioeconomico,rendimiento_riesgo,nota_matematicas,nota_ciencias,nota_lenguaje,nota_historia,promedio_general,creditos_aprobados,creditos_totales,fecha_ingreso,estado_academico,motivo_riesgo
277,Benjamín,Medina,18,M,Economía,1,benjamín.medina@universidad.edu,555-0277,4.48,51,2,4,Medio,1,4.9,4.1,4.3,4.1,4.3,15,20,2025-07-16,En Riesgo,Problemas familiares
278,Diego,Mendoza,26,M,Arquitectura,3,diego.mendoza@universidad.edu,555-0278,6.37,78,3,2,Bajo,0,6.3,5.9,6.7,6.5,6.3,37,60,2024-07-16,Activo,
279,Benjamín,Flores,20,M,Ingeniería,5,benjamín.flores@universidad.edu,555-0279,5.44,87,5,12,Alto,0,5.3,5.8,5.0,5.3,5.4,55,100,2023-07-17,Activo,
280,Julieta,Vega,18,F,Administración,2,julieta.vega@universidad.edu,555-0280,4.32,64,2,22,Medio,1,4.0,4.2,4.0,4.6,4.2,20,40,2025-01-17,En Riesgo,Problemas familiares
281,Benjamín,Castillo,19,M,Enfermería,5,benjamín.castillo@universidad.edu,555-0281,5.87,71,4,10,Alto,0,5.5,5.6,5.9,5.7,5.7,62,100,2023-07-17,Activo,
282,Ana,Aguilar,26,F,Enfermería,3,ana.aguilar@universidad.edu,555-0282,4.27,55,1,1,Alto,1,4.0,4.1,4.7,4.8,4.4,33,60,2024-07-16,En Riesgo,
283,Andrés,González,22,M,Medicina,8,andrés.gonzález@universidad.edu,555-0283,4.56,75,5,15,Medio,0,4.1,4.4,4.8,4.7,4.5,120,160,2022-01-18,Activo,
284,Patricia,García,21,F,Economía,6,patricia.garcía@universidad.edu,555-0284,5.95,71,5,8,Bajo,0,5.5,6.4,5.5,6.4,5.9,90,120,2023-01-18,Activo,
285,Andrés,Aguilar,23,M,Ingeniería,1,andrés.aguilar@universidad.edu,555-0285,7.85,63,5,6,Bajo,1,8.2,8.2,8.3,7.9,8.2,12,20,2025-07-16,En Riesgo,Problemas económicos
286,Benjamín,Ramírez,24,M,Arte,3,benjamín.ramírez@universidad.edu,555-0286,5.72,71,2,18,Alto,1,6.2,6.0,5.5,6.1,5.9,33,60,2024-07-16,En Riesgo,Problemas familiares
287,Daniela,Martínez,21,F,Psicología,7,daniela.martínez@universidad.edu,555-0287,4.84,54,4,13,Alto,1,5.2,4.6,4.8,5.2,5.0,105,140,2022-07-17,En Riesgo,
288,Constanza,Delgado,18,F,Economía,4,constanza.delgado@universidad.edu,555-0288,6.23,65,5,4,Alto,1,6.6,6.5,6.7,6.6,6.6,54,80,2024-01-18,En Riesgo,Baja participación
289,Andrés,Moreno,24,M,Psicología,8,andrés.moreno@universidad.edu,555-0289,7.37,72,2,17,Bajo,0,7.3,7.8,7.2,6.9,7.3,89,160,2022-01-18,Activo,
290,Isabella,Mendoza,24,F,Administración,6,isabella.mendoza@universidad.edu,555-0290,8.64,95,2,6,Medio,0,8.7,9.1,8.2,9.1,8.8,80,120,2023-01-18,Condicional,
291,Sofía,Moreno,25,F,Arte,8,sofía.moreno@universidad.edu,555-0291,4.95,75,3,1,Medio,1,4.7,4.8,4.7,5.0,4.8,111,160,2022-01-18,En Riesgo,Problemas económicos
292,Patricia,Herrera,21,F,Psicología,1,patricia.herrera@universidad.edu,555-0292,5.82,53,2,21,Bajo,1,5.7,5.5,6.0,5.9,5.8,15,20,2025-07-16,En Riesgo,Baja participación
293,Carmen,Romero,18,F,Derecho,2,carmen.romero@universidad.edu,555-0293,5.19,92,3,18,Bajo,0,5.1,4.8,5.0,4.8,4.9,27,40,2025-01-17,Activo,
294,Carmen,Torres,26,F,Psicología,5,carmen.torres@universidad.edu,555-0294,8.42,74,5,5,Medio,0,8.1,8.4,8.0,8.2,8.2,75,100,2023-07-17,Activo,
295,Mariana,Aguilar,20,F,Arquitectura,3,mariana.aguilar@universidad.edu,555-0295,5.91,66,5,2,Medio,1,6.1,5.7,5.7,6.1,5.9,45,60,2024-07-16,En Riesgo,Pocas horas de estudio
296,Javiera,Silva,26,F,Ingeniería,8,javiera.silva@universidad.edu,555-0296,6.22,88,2,24,Alto,0,6.5,6.0,6.3,6.0,6.2,120,160,2022-01-18,Activo,
297,Esperanza,Vargas,22,F,Arte,2,esperanza.vargas@universidad.edu,555-0297,7.8,86,5,6,Medio,0,7.4,8.3,7.5,7.8,7.8,30,40,2025-01-17,Activo,
298,Isidora,Jiménez,25,F,Economía,7,isidora.jiménez@universidad.edu,555-0298,6.87,84,5,20,Medio,0,6.5,6.9,6.8,6.7,6.7,105,140,2022-07-17,Activo,
299,María,Torres,25,F,Arquitectura,2,maría.torres@universidad.edu,555-0299,8.31,78,4,13,Medio,0,8.1,8.0,8.4,7.9,8.1,30,40,2025-01-17,Activo,
300,Mariana,Ramos,23,F,Arquitectura,8,mariana.ramos@universidad.edu,555-0300,8.96,68,2,4,Bajo,1,9.2,9.1,8.7,9.1,9.0,120,160,2022-01-18,En Riesgo,Pocas horas de estudio
301,Agustín,Romero,18,M,Derecho,5,agustín.romero@universidad.edu,555-0301,7.37,59,4,10,Alto,0,7.6,7.8,7.0,7.0,7.3,72,100,2023-07-17,Activo,
302,Sebastián,Silva,24,M,Educación,1,sebastián.silva@universidad.edu,555-0302,7.3,62,1,17,Medio,1,6.8,7.6,7.2,7.6,7.3,10,20,2025-07-16,En Riesgo,Problemas económicos
303,Valeria,González,20,F,Arte,4,valeria.gonzález@universidad.edu,555-0303,4.77,82,1,14,Bajo,1,4.7,5.0,5.0,4.5,4.8,60,80,2024-01-18,En Riesgo,Bajo rendimiento académico
304,Cristóbal,Torres,24,M,Ingeniería,7,cristóbal.torres@universidad.edu,555-0304,7.1,51,1,3,Bajo,1,7.6,7.3,7.4,7.2,7.4,105,140,2022-07-17,En Riesgo,Baja asistencia
305,Gabriel,Hernández,25,M,Educación,1,gabriel.hernández@universidad.edu,555-0305,7.18,71,4,19,Medio,0,6.9,6.8,6.8,6.7,6.8,15,20,2025-07-16,Activo,
306,Isidora,Mendoza,26,F,Economía,1,isidora.mendoza@universidad.edu,555-0306,9.2,57,1,1,Bajo,1,9.0,9.6,9.0,9.2,9.2,15,20,2025-07-16,En Riesgo,Problemas familiares
307,Isabella,Ruiz,26,F,Enfermería,1,isabella.ruiz@universidad.edu,555-0307,5.29,64,3,7,Medio,1,5.3,5.0,5.6,5.4,5.3,11,20,2025-07-16,En Riesgo,Pocas horas de estudio
308,Nicolás,Sánchez,18,M,Derecho,8,nicolás.sánchez@universidad.edu,555-0308,9.9,63,3,12,Medio,0,10.0,9.6,9.4,10.0,9.8,120,160,2022-01-18,Condicional,
309,Rodrigo,Jiménez,19,M,Administración,8,rodrigo.jiménez@universidad.edu,555-0309,8.48,99,4,7,Bajo,0,8.9,8.6,8.0,8.3,8.4,120,160,2022-01-18,Condicional,
310,Santiago,López,23,M,Enfermería,7,santiago.lópez@universidad.edu,555-0310,7.08,73,4,17,Alto,0,6.8,6.6,7.5,6.8,6.9,102,140,2022-07-17,Activo,
311,Amparo,Ramos,18,F,Derecho,8,amparo.ramos@universidad.edu,555-0311,9.8,62,5,9,Alto,0,9.7,9.7,9.9,9.6,9.7,116,160,2022-01-18,Condicional,
312,Magdalena,Jiménez,24,F,Arte,1,magdalena.jiménez@universidad.edu,555-0312,7.31,83,4,6,Alto,0,7.4,7.5,7.6,7.3,7.5,15,20,2025-07-16,Condicional,
313,Renata,Delgado,21,F,Arquitectura,5,renata.delgado@universidad.edu,555-0313,6.2,98,3,8,Alto,0,6.2,6.5,6.4,6.4,6.4,75,100,2023-07-17,Activo,
314,Laura,Jiménez,21,F,Arte,4,laura.jiménez@universidad.edu,555-0314,6.65,98,2,15,Medio,0,6.4,6.3,6.3,6.3,6.3,57,80,2024-01-18,Activo,
315,Diego,Ruiz,26,M,Medicina,1,diego.ruiz@universidad.edu,555-0315,7.34,64,3,18,Alto,0,7.6,7.6,7.7,7.1,7.5,15,20,2025-07-16,Condicional,
316,Ignacio,Guerrero,20,M,Enfermería,7,ignacio.guerrero@universidad.edu,555-0316,7.94,91,5,18,Bajo,0,7.5,8.2,7.9,8.2,8.0,105,140,2022-07-17,Activo,
317,Rodrigo,Mendoza,19,M,Economía,7,rodrigo.mendoza@universidad.edu,555-0317,8.46,52,1,6,Alto,1,8.2,8.9,8.8,8.0,8.5,80,140,2022-07-17,En Riesgo,Baja asistencia
318,Camila,López,20,F,Administración,2,camila.lópez@universidad.edu,555-0318,7.27,59,2,25,Medio,1,7.3,6.8,7.1,7.6,7.2,30,40,2025-01-17,En Riesgo,Bajo rendimiento académico
319,Andrés,Silva,26,M,Ingeniería,2,andrés.silva@universidad.edu,555-0319,6.33,100,3,14,Bajo,0,6.8,6.3,6.5,6.2,6.5,30,40,2025-01-17,Activo,
320,Carlos,Vega,22,M,Ingeniería,4,carlos.vega@universidad.edu,555-0320,5.63,87,3,10,Medio,0,6.0,5.5,5.9,5.8,5.8,42,80,2024-01-18,Activo,
321,Sebastián,Ramos,24,M,Psicología,1,sebastián.ramos@universidad.edu,555-0321,8.09,73,1,11,Alto,0,7.9,8.5,8.2,8.5,8.3,15,20,2025-07-16,Activo,
322,Emilio,Rojas,22,M,Psicología,2,emilio.rojas@universidad.edu,555-0322,5.85,98,2,10,Bajo,1,6.3,6.2,5.7,5.9,6.0,27,40,2025-01-17,En Riesgo,Bajo rendimiento académico
323,Fernando,Silva,21,M,Derecho,6,fernando.silva@universidad.edu,555-0323,5.93,79,3,23,Medio,0,5.5,5.6,5.8,5.6,5.6,80,120,2023-01-18,Activo,
324,Constanza,González,21,F,Educación,3,constanza.gonzález@universidad.edu,555-0324,6.53,64,1,24,Alto,1,6.9,6.9,6.9,6.6,6.8,45,60,2024-07-16,En Riesgo,Bajo rendimiento académico
325,Andrés,Ruiz,21,M,Medicina,4,andrés.ruiz@universidad.edu,555-0325,9.71,98,3,1,Bajo,0,9.7,9.8,9.4,9.9,9.7,60,80,2024-01-18,Activo,
326,Natalia,Sánchez,26,F,Enfermería,6,natalia.sánchez@universidad.edu,555-0326,9.81,70,1,18,Bajo,0,9.3,10.0,9.4,9.5,9.6,66,120,2023-01-18,Activo,
327,Esperanza,Delgado,24,F,Administración,6,esperanza.delgado@universidad.edu,555-0327,8.08,73,5,5,Alto,0,7.8,8.5,7.8,8.2,8.1,90,120,2023-01-18,Condicional,
328,Renata,Jiménez,20,F,Arte,3,renata.jiménez@universidad.edu,555-0328,7.61,97,4,6,Medio,0,7.2,7.9,8.0,7.3,7.6,43,60,2024-07-16,Activo,
329,Amparo,García,19,F,Enfermería,8,amparo.garcía@universidad.edu,555-0329,4.42,91,1,14,Medio,1,4.4,4.1,4.6,4.6,4.4,117,160,2022-01-18,En Riesgo,Pocas horas de estudio
330,Patricia,Castillo,22,F,Psicología,4,patricia.castillo@universidad.edu,555-0330,6.12,84,2,3,Bajo,0,6.3,5.8,6.6,5.9,6.2,60,80,2024-01-18,Activo,
331,Lucía,Torres,26,F,Medicina,8,lucía.torres@universidad.edu,555-0331,6.44,89,5,10,Medio,0,6.4,6.1,6.4,6.5,6.3,109,160,2022-01-18,Activo,
332,Diego,Herrera,18,M,Arquitectura,4,diego.herrera@universidad.edu,555-0332,9.4,52,2,14,Alto,1,9.8,9.2,8.9,9.4,9.3,60,80,2024-01-18,En Riesgo,Problemas económicos
333,Julieta,Ramírez,18,F,Arte,4,julieta.ramírez@universidad.edu,555-0333,7.81,86,4,18,Bajo,0,7.4,7.3,7.8,7.8,7.6,56,80,2024-01-18,Activo,
334,Florencia,Rodríguez,19,F,Enfermería,5,florencia.rodríguez@universidad.edu,555-0334,8.96,71,3,3,Medio,0,9.2,8.7,9.4,9.1,9.1,61,100,2023-07-17,Activo,
335,Ana,Delgado,19,F,Arte,3,ana.delgado@universidad.edu,555-0335,4.32,57,5,11,Medio,1,4.5,4.4,4.0,4.8,4.4,42,60,2024-07-16,En Riesgo,Problemas familiares
336,María,Mendoza,21,F,Administración,1,maría.mendoza@universidad.edu,555-0336,5.61,69,2,20,Medio,1,5.4,6.1,5.3,5.4,5.6,15,20,2025-07-16,En Riesgo,Problemas familiares
337,Maximiliano,Castillo,25,M,Arquitectura,1,maximiliano.castillo@universidad.edu,555-0337,7.24,70,3,3,Medio,0,7.3,6.8,7.4,6.9,7.1,11,20,2025-07-16,Activo,
338,Santiago,Ruiz,24,M,Ingeniería,2,santiago.ruiz@universidad.edu,555-0338,8.28,75,5,18,Medio,0,7.9,8.2,7.8,8.7,8.2,30,40,2025-01-17,Activo,
339,Natalia,Delgado,25,F,Enfermería,4,natalia.delgado@universidad.edu,555-0339,9.24,73,2,13,Bajo,0,9.7,9.0,9.6,9.6,9.5,44,80,2024-01-18,Condicional,
340,Diego,González,21,M,Medicina,3,diego.gonzález@universidad.edu,555-0340,4.39,91,5,13,Bajo,0,4.0,4.8,4.6,4.6,4.5,36,60,2024-07-16,Activo,
341,Miguel,Guerrero,22,M,Medicina,5,miguel.guerrero@universidad.edu,555-0341,6.33,80,2,20,Bajo,0,6.3,6.4,6.3,6.0,6.2,66,100,2023-07-17,Activo,
342,Valentina,Jiménez,23,F,Arquitectura,8,valentina.jiménez@universidad.edu,555-0342,8.91,60,5,21,Alto,0,8.4,8.5,8.5,9.1,8.6,94,160,2022-01-18,Activo,
343,Daniela,Guerrero,19,F,Administración,6,daniela.guerrero@universidad.edu,555-0343,6.48,71,5,20,Bajo,0,6.2,6.6,6.3,6.1,6.3,88,120,2023-01-18,Activo,
344,Alejandro,Ramírez,24,M,Economía,5,alejandro.ramírez@universidad.edu,555-0344,5.6,73,5,15,Alto,0,5.3,5.2,6.1,5.5,5.5,75,100,2023-07-17,Activo,
345,Ana,Flores,22,F,Administración,5,ana.flores@universidad.edu,555-0345,7.5,82,2,3,Bajo,0,7.8,7.7,8.0,8.0,7.9,68,100,2023-07-17,Activo,
346,José,Vega,19,M,Ingeniería,7,josé.vega@universidad.edu,555-0346,6.01,52,5,13,Bajo,0,6.4,6.2,5.6,5.8,6.0,76,140,2022-07-17,Condicional,
347,Agustín,Medina,23,M,Administración,6,agustín.medina@universidad.edu,555-0347,6.44,95,4,13,Bajo,0,6.6,6.7,6.8,6.0,6.5,85,120,2023-01-18,Activo,
348,Alejandro,Rojas,20,M,Arquitectura,1,alejandro.rojas@universidad.edu,555-0348,4.21,90,1,4,Medio,1,4.3,4.2,4.0,4.6,4.3,15,20,2025-07-16,En Riesgo,Bajo rendimiento académico
349,Fernando,López,24,M,Enfermería,8,fernando.lópez@universidad.edu,555-0349,9.89,81,4,17,Bajo,0,10.0,9.6,9.8,9.9,9.8,120,160,2022-01-18,Activo,
350,María,Martínez,22,F,Administración,2,maría.martínez@universidad.edu,555-0350,7.71,95,4,9,Medio,0,7.2,7.4,8.2,7.3,7.5,23,40,2025-01-17,Condicional,
351,Sebastián,Ramírez,21,M,Enfermería,4,sebastián.ramírez@universidad.edu,555-0351,4.06,67,5,21,Medio,1,4.0,4.1,4.0,4.3,4.1,60,80,2024-01-18,En Riesgo,Problemas económicos
352,Rodrigo,Morales,19,M,Medicina,8,rodrigo.morales@universidad.edu,555-0352,7.59,51,4,15,Bajo,0,7.6,8.0,8.0,7.3,7.7,90,160,2022-01-18,Activo,
353,Fernando,Ramos,19,M,Ingeniería,3,fernando.ramos@universidad.edu,555-0353,6.77,92,2,6,Bajo,0,6.5,6.7,6.9,6.5,6.7,42,60,2024-07-16,Activo,
354,Sofía,Sánchez,21,F,Psicología,7,sofía.sánchez@universidad.edu,555-0354,7.88,62,5,18,Medio,0,8.2,8.2,8.1,8.2,8.2,85,140,2022-07-17,Activo,
355,José,Morales,21,M,Educación,4,josé.morales@universidad.edu,555-0355,9.22,92,3,16,Medio,0,9.2,9.5,9.0,9.3,9.2,40,80,2024-01-18,Activo,
356,Mariana,Pérez,23,F,Economía,2,mariana.pérez@universidad.edu,555-0356,9.69,69,4,14,Medio,0,9.4,9.6,10.0,9.9,9.7,30,40,2025-01-17,Activo,
357,María,Sánchez,25,F,Psicología,1,maría.sánchez@universidad.edu,555-0357,9.59,61,3,12,Alto,0,9.5,9.7,10.0,9.9,9.8,12,20,2025-07-16,Activo,
358,Roberto,Martínez,19,M,Derecho,6,roberto.martínez@universidad.edu,555-0358,4.55,56,4,12,Alto,1,4.7,4.4,4.5,4.3,4.5,65,120,2023-01-18,En Riesgo,Problemas familiares
359,Cristóbal,Herrera,26,M,Arte,8,cristóbal.herrera@universidad.edu,555-0359,6.9,67,2,25,Medio,1,7.4,7.1,6.4,6.9,6.9,80,160,2022-01-18,En Riesgo,Bajo rendimiento académico
360,Regina,Moreno,22,F,Economía,4,regina.moreno@universidad.edu,555-0360,7.07,65,4,20,Bajo,0,7.3,7.1,6.7,7.4,7.1,60,80,2024-01-18,Activo,
361,José,Ortega,23,M,Enfermería,4,josé.ortega@universidad.edu,555-0361,4.56,83,3,3,Medio,1,4.8,4.3,4.2,4.6,4.5,60,80,2024-01-18,En Riesgo,Problemas económicos
362,Matías,Jiménez,20,M,Arquitectura,7,matías.jiménez@universidad.edu,555-0362,6.79,62,4,18,Alto,0,7.0,6.6,6.9,6.4,6.7,105,140,2022-07-17,Activo,
363,Antonella,López,25,F,Medicina,2,antonella.lópez@universidad.edu,555-0363,5.52,90,1,16,Bajo,1,5.3,5.6,5.9,5.5,5.6,22,40,2025-01-17,En Riesgo,Bajo rendimiento académico
364,Ana,Aguilar,26,F,Economía,3,ana.aguilar@universidad.edu,555-0364,6.17,53,4,14,Bajo,0,6.0,6.2,5.9,6.4,6.1,42,60,2024-07-16,Activo,
365,Carmen,Ramírez,19,F,Psicología,6,carmen.ramírez@universidad.edu,555-0365,5.16,75,4,22,Medio,0,4.7,5.4,5.1,4.7,5.0,90,120,2023-01-18,Activo,
366,Antonella,Jiménez,23,F,Arte,5,antonella.jiménez@universidad.edu,555-0366,5.08,94,4,23,Medio,0,4.6,5.6,5.2,5.1,5.1,50,100,2023-07-17,Condicional,
367,Carlos,Romero,19,M,Administración,4,carlos.romero@universidad.edu,555-0367,4.59,59,5,4,Alto,1,5.1,4.7,5.0,4.4,4.8,59,80,2024-01-18,En Riesgo,Baja participación
368,Joaquín,Torres,22,M,Derecho,8,joaquín.torres@universidad.edu,555-0368,9.11,56,5,7,Bajo,1,9.6,9.2,9.6,9.6,9.5,120,160,2022-01-18,En Riesgo,Pocas horas de estudio
369,Antonella,Ramos,19,F,Medicina,5,antonella.ramos@universidad.edu,555-0369,9.08,73,4,3,Alto,0,9.0,8.6,9.2,8.6,8.8,72,100,2023-07-17,Condicional,
370,Roberto,Delgado,18,M,Enfermería,5,roberto.delgado@universidad.edu,555-0370,6.13,82,4,25,Alto,0,6.5,6.2,6.5,6.4,6.4,57,100,2023-07-17,Activo,
371,Javiera,Jiménez,19,F,Enfermería,1,javiera.jiménez@universidad.edu,555-0371,6.31,96,1,11,Bajo,0,6.7,5.8,6.6,6.1,6.3,15,20,2025-07-16,Condicional,
372,María,Herrera,20,F,Economía,6,maría.herrera@universidad.edu,555-0372,6.5,89,1,13,Bajo,0,6.0,6.8,6.1,6.6,6.4,77,120,2023-01-18,Activo,
373,Isabella,Guerrero,18,F,Economía,4,isabella.guerrero@universidad.edu,555-0373,8.98,95,4,12,Alto,0,8.9,8.9,8.8,8.8,8.9,60,80,2024-01-18,Activo,
374,Andrés,Ramírez,18,M,Arte,2,andrés.ramírez@universidad.edu,555-0374,8.58,98,5,20,Bajo,0,8.3,8.7,8.3,8.7,8.5,28,40,2025-01-17,Activo,
375,Magdalena,Castillo,22,F,Enfermería,2,magdalena.castillo@universidad.edu,555-0375,5.09,65,4,5,Alto,1,5.3,5.0,4.9,5.2,5.1,30,40,2025-01-17,En Riesgo,Pocas horas de estudio
376,Renata,Castro,21,F,Educación,7,renata.castro@universidad.edu,555-0376,5.22,50,2,15,Alto,1,5.2,5.7,5.3,5.3,5.4,79,140,2022-07-17,En Riesgo,Bajo rendimiento académico
377,Joaquín,Ramos,19,M,Derecho,4,joaquín.ramos@universidad.edu,555-0377,4.76,95,5,1,Alto,1,4.7,5.1,4.4,4.4,4.7,55,80,2024-01-18,En Riesgo,
378,Roberto,Jiménez,25,M,Educación,6,roberto.jiménez@universidad.edu,555-0378,4.19,55,3,19,Bajo,1,4.5,4.5,4.4,4.0,4.3,90,120,2023-01-18,En Riesgo,Baja participación
379,Natalia,Moreno,18,F,Economía,7,natalia.moreno@universidad.edu,555-0379,4.48,96,5,7,Medio,1,4.9,4.4,4.5,4.9,4.7,92,140,2022-07-17,En Riesgo,Problemas económicos
380,Santiago,Rodríguez,23,M,Arte,1,santiago.rodríguez@universidad.edu,555-0380,8.82,70,1,4,Medio,0,9.2,8.6,9.2,8.8,8.9,15,20,2025-07-16,Activo,
381,Matías,Jiménez,21,M,Medicina,1,matías.jiménez@universidad.edu,555-0381,9.15,54,3,21,Bajo,0,9.6,9.2,9.6,9.1,9.4,10,20,2025-07-16,Activo,
382,Carmen,Vargas,26,F,Administración,3,carmen.vargas@universidad.edu,555-0382,6.52,79,3,25,Alto,0,7.0,6.8,6.7,6.7,6.8,45,60,2024-07-16,Activo,
383,Mateo,Medina,21,M,Derecho,5,mateo.medina@universidad.edu,555-0383,8.26,59,5,22,Medio,0,8.6,7.9,8.4,8.1,8.2,54,100,2023-07-17,Activo,
384,Benjamín,Morales,23,M,Educación,2,benjamín.morales@universidad.edu,555-0384,8.26,75,1,22,Medio,0,7.8,8.0,8.1,8.6,8.1,30,40,2025-01-17,Activo,
385,Javiera,García,23,F,Arquitectura,6,javiera.garcía@universidad.edu,555-0385,8.29,81,5,19,Alto,0,8.1,7.9,8.2,7.9,8.0,61,120,2023-01-18,Activo,
386,Valentina,Silva,26,F,Derecho,7,valentina.silva@universidad.edu,555-0386,9.4,91,1,14,Alto,0,9.0,9.1,9.1,9.1,9.1,72,140,2022-07-17,Activo,
387,Isabella,Castro,26,F,Ingeniería,3,isabella.castro@universidad.edu,555-0387,8.28,88,5,12,Alto,0,7.9,8.6,8.0,8.8,8.3,31,60,2024-07-16,Activo,
388,Lucía,Rodríguez,21,F,Enfermería,3,lucía.rodríguez@universidad.edu,555-0388,8.03,73,4,6,Medio,0,8.4,8.3,7.6,8.3,8.2,45,60,2024-07-16,Condicional,
389,Esteban,Morales,26,M,Derecho,8,esteban.morales@universidad.edu,555-0389,7.85,70,1,19,Medio,0,8.2,7.6,7.7,7.8,7.8,120,160,2022-01-18,Activo,
390,Magdalena,Guerrero,19,F,Educación,5,magdalena.guerrero@universidad.edu,555-0390,5.06,83,5,16,Bajo,0,4.8,4.6,4.8,5.0,4.8,75,100,2023-07-17,Activo,
391,Emilio,Aguilar,22,M,Arte,8,emilio.aguilar@universidad.edu,555-0391,5.69,66,1,7,Bajo,1,5.4,5.2,6.0,5.4,5.5,119,160,2022-01-18,En Riesgo,Baja asistencia
392,Isidora,Silva,19,F,Ingeniería,3,isidora.silva@universidad.edu,555-0392,8.63,85,2,16,Alto,0,8.9,9.0,8.5,8.7,8.8,45,60,2024-07-16,Activo,
393,Maximiliano,Moreno,21,M,Arte,2,maximiliano.moreno@universidad.edu,555-0393,7.8,53,3,20,Alto,0,7.6,7.4,8.2,7.6,7.7,25,40,2025-01-17,Activo,
394,Esperanza,Martínez,25,F,Arquitectura,4,esperanza.martínez@universidad.edu,555-0394,7.37,64,1,18,Medio,1,7.7,7.9,7.5,7.3,7.6,60,80,2024-01-18,En Riesgo,Baja asistencia
395,Santiago,Pérez,19,M,Arquitectura,2,santiago.pérez@universidad.edu,555-0395,8.65,95,5,3,Medio,0,8.9,8.6,8.9,8.5,8.7,30,40,2025-01-17,Condicional,
396,Constanza,Ramos,20,F,Arquitectura,5,constanza.ramos@universidad.edu,555-0396,7.59,56,3,22,Bajo,0,7.6,7.9,7.5,7.3,7.6,75,100,2023-07-17,Condicional,
397,Gabriel,Delgado,21,M,Enfermería,6,gabriel.delgado@universidad.edu,555-0397,5.09,60,4,24,Bajo,1,5.1,5.4,5.3,4.6,5.1,90,120,2023-01-18,En Riesgo,Pocas horas de estudio
398,María,Castillo,26,F,Derecho,7,maría.castillo@universidad.edu,555-0398,9.8,53,1,21,Bajo,1,9.3,10.0,9.4,10.0,9.7,94,140,2022-07-17,En Riesgo,Pocas horas de estudio
399,Sofía,Morales,18,F,Arquitectura,6,sofía.morales@universidad.edu,555-0399,8.46,100,3,23,Alto,0,8.5,8.8,8.1,8.3,8.4,90,120,2023-01-18,Activo,
400,Cristóbal,Silva,21,M,Administración,2,cristóbal.silva@universidad.edu,555-0400,8.1,72,4,7,Bajo,0,8.1,8.0,8.6,7.8,8.1,30,40,2025-01-17,Activo,
401,Andrés,Ramos,19,M,Medicina,3,andrés.ramos@universidad.edu,555-0401,4.72,96,4,12,Medio,0,5.0,4.9,4.3,4.5,4.7,31,60,2024-07-16,Condicional,
402,Florencia,López,21,F,Enfermería,5,florencia.lópez@universidad.edu,555-0402,4.79,59,4,24,Medio,1,4.9,4.9,4.6,4.7,4.8,50,100,2023-07-17,En Riesgo,Problemas familiares
403,Lucía,Martínez,24,F,Derecho,7,lucía.martínez@universidad.edu,555-0403,7.41,77,5,24,Alto,0,7.7,7.2,7.0,7.0,7.2,86,140,2022-07-17,Condicional,
404,Andrés,Guerrero,25,M,Psicología,1,andrés.guerrero@universidad.edu,555-0404,4.88,73,1,23,Medio,1,5.3,5.3,5.2,4.9,5.2,15,20,2025-07-16,En Riesgo,Bajo rendimiento académico
405,Carlos,Romero,19,M,Medicina,5,carlos.romero@universidad.edu,555-0405,5.13,58,5,1,Bajo,1,5.1,4.7,4.8,4.8,4.9,75,100,2023-07-17,En Riesgo,Problemas económicos
406,Carlos,Guerrero,23,M,Economía,8,carlos.guerrero@universidad.edu,555-0406,7.4,51,4,23,Alto,0,7.8,7.2,7.1,7.3,7.4,120,160,2022-01-18,Condicional,
407,Sofía,López,20,F,Medicina,2,sofía.lópez@universidad.edu,555-0407,7.82,82,1,10,Bajo,0,8.0,8.2,7.6,7.7,7.9,22,40,2025-01-17,Activo,
408,Constanza,Martínez,22,F,Arquitectura,1,constanza.martínez@universidad.edu,555-0408,4.86,83,4,23,Medio,0,4.7,5.3,5.3,4.6,5.0,14,20,2025-07-16,Activo,
409,Valeria,Moreno,23,F,Derecho,3,valeria.moreno@universidad.edu,555-0409,8.31,57,4,1,Medio,1,8.1,8.5,8.7,8.8,8.5,45,60,2024-07-16,En Riesgo,Bajo rendimiento académico
410,Camila,Rojas,22,F,Psicología,4,camila.rojas@universidad.edu,555-0410,8.06,88,3,1,Medio,0,7.7,7.7,7.8,8.5,7.9,52,80,2024-01-18,Activo,
411,Rodrigo,Vargas,18,M,Enfermería,7,rodrigo.vargas@universidad.edu,555-0411,8.32,88,5,18,Medio,0,8.5,8.0,8.7,8.0,8.3,105,140,2022-07-17,Condicional,
412,Isidora,Rodríguez,19,F,Medicina,6,isidora.rodríguez@universidad.edu,555-0412,4.4,75,2,20,Medio,1,4.6,4.8,4.3,4.5,4.5,90,120,2023-01-18,En Riesgo,Problemas familiares
413,Benjamín,Rodríguez,23,M,Economía,6,benjamín.rodríguez@universidad.edu,555-0413,7.63,61,2,4,Alto,1,7.5,7.6,7.4,7.2,7.4,67,120,2023-01-18,En Riesgo,Bajo rendimiento académico
414,Isidora,Herrera,20,F,Ingeniería,3,isidora.herrera@universidad.edu,555-0414,6.24,52,2,13,Alto,1,6.6,6.0,6.4,6.1,6.3,45,60,2024-07-16,En Riesgo,Baja participación
